"date.mated"	"IDf"	"IDm"	"host"	"IDo"	"Whost"	"dev.dur.o"	"sex"	"Wo"	"WH"	"ord.f"
"11.3.18"	"d33"	"s3"	"M"	"M-33-3"	75.438	30	"m"	3.822	0.466584791304104	4
"11.3.18"	"d36"	"s6"	"M"	"M-36-1"	74.307	30	"m"	3.605	0.31232082369149	4
"11.3.18"	"d39"	"s9"	"M"	"M-39-2"	75.444	33	"m"	4.072	0.467403167790113	4
"11.3.18"	"d39"	"s9"	"M"	"M-39-3"	70.489	30	"m"	3.924	-0.208439413571959	4
"11.3.18"	"d39"	"s9"	"M"	"M-39-4"	70.946	30	"m"	3.115	-0.146106404554307	4
"12.3.18"	"d41"	"s11"	"M"	"M-41-2"	75.704	32	"m"	3.234	0.502866148850483	1
"12.3.18"	"d41"	"s11"	"M"	"M-41-5"	68.922	31	"m"	3.954	-0.422172072501196	1
"12.3.18"	"d42"	"s12"	"M"	"M-42-1"	77.506	31	"m"	3.678	0.748651886815055	1
"12.3.18"	"d42"	"s12"	"M"	"M-42-7"	76.929	31	"m"	3.887	0.669951348077232	1
"12.3.18"	"d43"	"s13"	"M"	"M-43-3"	76.318	29	"m"	3.657	0.58661334258536	1
"12.3.18"	"d43"	"s13"	"M"	"M-43-4"	66.299	30	"m"	3.568	-0.779938992967938	1
"12.3.18"	"d47"	"s17"	"M"	"M-47-1"	71.728	30	"m"	2.956	-0.0394446692111917	1
"12.3.18"	"d47"	"s17"	"M"	"M-47-4"	82.427	30	"m"	3.562	1.41985700142308	1
"12.3.18"	"d47"	"s17"	"M"	"M-47-6"	69.718	29	"m"	3.09	-0.313600792024059	1
"12.3.18"	"d47"	"s17"	"M"	"M-47-8"	72.393	29	"m"	3.199	0.0512587246547582	1
"12.3.18"	"d51"	"s21"	"M"	"M-51-2"	83.444	29	"m"	3.71	1.55857181580153	1
"12.3.18"	"d51"	"s21"	"M"	"M-51-4"	72.486	29	"m"	4.137	0.0639435601878914	1
"12.3.18"	"d51"	"s21"	"M"	"M-51-7"	76.069	29	"m"	3.886	0.552650718416005	1
"12.3.18"	"d51"	"s21"	"M"	"M-51-8"	66.263	29	"m"	3.911	-0.78484925188399	1
"12.3.18"	"d52"	"s22"	"M"	"M-52-2"	69.21	29	"m"	4.46	-0.382890001172785	1
"12.3.18"	"d52"	"s22"	"M"	"M-52-4"	77.787	29	"m"	3.743	0.786979185576457	1
"12.3.18"	"d52"	"s22"	"M"	"M-52-5"	73.559	29	"m"	3.864	0.210296555102422	1
"12.3.18"	"d52"	"s22"	"M"	"M-52-6"	80.962	29	"m"	4.352	1.22003674275599	1
"12.3.18"	"d55"	"s11"	"M"	"M-55-2"	78.851	30	"m"	4.415	0.932104615761975	2
"12.3.18"	"d56"	"s12"	"M"	"M-56-3"	65.101	29	"m"	4.009	-0.943341498007649	2
"12.3.18"	"d56"	"s12"	"M"	"M-56-4"	75.01	32	"m"	3.576	0.408207268635494	2
"12.3.18"	"d56"	"s12"	"M"	"M-56-5"	76.936	29	"m"	4.675	0.670906120644243	2
"12.3.18"	"d56"	"s12"	"M"	"M-56-7"	63.96	29	"m"	4.28	-1.09896942643028	2
"12.3.18"	"d56"	"s12"	"M"	"M-56-10"	68.851	30	"m"	3.274	-0.431856194252297	2
"12.3.18"	"d59"	"s15"	"M"	"M-59-4"	70.995	29	"m"	3.277	-0.139422996585236	2
"12.3.18"	"d59"	"s15"	"M"	"M-59-5"	63.04	30	"m"	3.58	-1.22445382095159	2
"12.3.18"	"d59"	"s15"	"M"	"M-59-6"	84.725	31	"m"	4.113	1.73329519556436	2
"12.3.18"	"d59"	"s15"	"M"	"M-59-8"	63.71	30	"m"	3.954	-1.13306844668063	2
"12.3.18"	"d61"	"s17"	"M"	"M-61-3"	85.951	29	"m"	3.693	1.90051679087211	2
"12.3.18"	"d61"	"s17"	"M"	"M-61-6"	81.843	32	"m"	3.476	1.34020169011825	2
"12.3.18"	"d62"	"s18"	"M"	"M-62-6"	74.441	31	"m"	4.639	0.330597898545681	2
"12.3.18"	"d62"	"s18"	"M"	"M-62-9"	69.224	29	"m"	4.608	-0.380980456038764	2
"12.3.18"	"d63"	"s19"	"M"	"M-63-2"	83.526	30	"m"	4.627	1.56975629444365	2
"12.3.18"	"d63"	"s19"	"M"	"M-63-6"	70.716	29	"m"	3.818	-0.177477503184636	2
"12.3.18"	"d63"	"s19"	"M"	"M-63-7"	73.157	29	"m"	4.141	0.155465330539848	2
"12.3.18"	"d63"	"s19"	"M"	"M-63-9"	70.47	30	"m"	4.368	-0.211030939110987	2
"12.3.18"	"d66"	"s22"	"M"	"M-66-3"	72.019	29	"m"	4.396	0.000246590360225087	2
"12.3.18"	"d66"	"s22"	"M"	"M-66-4"	57.464	29	"m"	3.898	-1.98499836861555	2
"12.3.18"	"d66"	"s22"	"M"	"M-66-5"	64.668	29	"m"	4.39	-1.00240100108127	2
"12.3.18"	"d68"	"s24"	"M"	"M-68-2"	68.028	31	"m"	3.706	-0.544110168916471	2
"12.3.18"	"d70"	"s12"	"M"	"M-70-4"	90.862	31	"m"	4.472	2.57035794467012	3
"12.3.18"	"d70"	"s12"	"M"	"M-70-6"	74.985	29	"m"	3.737	0.404797366610457	3
"12.3.18"	"d73"	"s15"	"M"	"M-73-2"	69.551	31	"m"	3.313	-0.336378937551298	3
"12.3.18"	"d73"	"s15"	"M"	"M-73-3"	75.253	30	"m"	3.768	0.44135151631884	3
"12.3.18"	"d73"	"s15"	"M"	"M-73-5"	76.232	30	"m"	3.844	0.574883279619237	3
"12.3.18"	"d73"	"s15"	"M"	"M-73-6"	73.675	30	"m"	3.92	0.226118500498587	3
"12.3.18"	"d73"	"s15"	"M"	"M-73-10"	85.056	29	"m"	3.58	1.77844229837583	3
"12.3.18"	"d75"	"s17"	"M"	"M-75-4"	54.559	30	"m"	3.723	-2.38122898392469	3
"12.3.18"	"d75"	"s17"	"M"	"M-75-8"	50.223	29	"m"	4.217	-2.97264239114688	3
"12.3.18"	"d77"	"s19"	"M"	"M-77-4"	68.462	29	"m"	4.116	-0.484914269761852	3
"12.3.18"	"d77"	"s19"	"M"	"M-77-5"	64.566	29	"m"	3.284	-1.01631340134341	3
"12.3.18"	"d77"	"s19"	"M"	"M-77-6"	80.663	29	"m"	3.388	1.17925431453656	3
"12.3.18"	"d77"	"s19"	"M"	"M-77-7"	72.543	30	"m"	3.967	0.0717181368049731	3
"12.3.18"	"d78"	"s20"	"M"	"M-78-1"	80.23	29	"m"	3.256	1.12019481146294	3
"12.3.18"	"d78"	"s20"	"M"	"M-78-2"	67.435	29	"m"	3.929	-0.624993044950318	3
"12.3.18"	"d78"	"s20"	"M"	"M-78-3"	73.533	30	"m"	4.478	0.206750256996385	3
"12.3.18"	"d78"	"s20"	"M"	"M-78-5"	62.637	34	"m"	4.029	-1.27942144159517	3
"12.3.18"	"d80"	"s22"	"M"	"M-80-2"	66.911	29	"m"	4.303	-0.696464591395066	3
"12.3.18"	"d93"	"s21"	"M"	"M-93-1"	79.655	29	"m"	4.417	1.04176706488712	4
"12.3.18"	"d93"	"s21"	"M"	"M-93-2"	78.005	30	"m"	4.331	0.816713531234767	4
"12.3.18"	"d96"	"s24"	"M"	"M-96-1"	67.849	31	"m"	4.455	-0.568525067415727	4
"12.3.18"	"d96"	"s24"	"M"	"M-96-2"	57.184	30	"m"	4.442	-2.02318927129595	4
"12.3.18"	"d96"	"s24"	"M"	"M-96-6"	61.821	31	"m"	4.162	-1.39072064369233	4
"12.3.18"	"d96"	"s24"	"M"	"M-96-7"	72.519	30	"m"	4.32	0.0684446308609387	4
"13.3.18"	"d97"	"s25"	"M"	"M-97-1"	77.936	29	"m"	4.355	0.80730220164567	1
"13.3.18"	"d97"	"s25"	"M"	"M-97-2"	91.88	31	"m"	2.124	2.70920915512957	1
"13.3.18"	"d97"	"s25"	"M"	"M-97-6"	72.479	30	"m"	3.419	0.0629887876208807	1
"13.3.18"	"d101"	"s29"	"M"	"M-101-2"	77.884	29	"m"	3.904	0.800209605433595	1
"13.3.18"	"d102"	"s30"	"M"	"M-102-1"	69.54	29	"m"	4.478	-0.337879294442313	1
"13.3.18"	"d102"	"s30"	"M"	"M-102-4"	70.192	29	"m"	4.081	-0.248949049629384	1
"13.3.18"	"d102"	"s30"	"M"	"M-102-8"	78.334	29	"m"	3.441	0.861587841884238	1
"13.3.18"	"d103"	"s31"	"M"	"M-103-1"	78.767	30	"m"	3.377	0.920647344957854	1
"13.3.18"	"d103"	"s31"	"M"	"M-103-2"	59.431	29	"m"	3.618	-1.71670727728574	1
"13.3.18"	"d104"	"s32"	"M"	"M-104-1"	74.32	31	"m"	3.644	0.314093972744507	1
"13.3.18"	"d104"	"s32"	"M"	"M-104-3"	76.352	30	"m"	3.372	0.591250809339409	1
"13.3.18"	"d104"	"s32"	"M"	"M-104-4"	82.201	35	"m"	3.65	1.38903148711676	1
"13.3.18"	"d104"	"s32"	"M"	"M-104-6"	80.22	29	"m"	3.819	1.11883085065293	1
"13.3.18"	"d105"	"s33"	"M"	"M-105-3"	73.276	29	"m"	4.504	0.171696464179018	1
"13.3.18"	"d105"	"s33"	"M"	"M-105-5"	82.132	31	"m"	3.371	1.37962015752766	1
"13.3.18"	"d110"	"s38"	"M"	"M-110-1"	87.813	33	"m"	3.998	2.15448629369677	1
"13.3.18"	"d110"	"s38"	"M"	"M-110-2"	81.696	33	"m"	4.315	1.32015146621103	1
"13.3.18"	"d110"	"s38"	"M"	"M-110-4"	64.784	30	"m"	3.746	-0.986579055685101	1
"13.3.18"	"d110"	"s38"	"M"	"M-110-6"	82.893	32	"m"	3.382	1.48341757516974	1
"13.3.18"	"d110"	"s38"	"M"	"M-110-8"	72.688	31	"m"	4.044	0.0914955685501795	1
"13.3.18"	"d110"	"s38"	"M"	"M-110-10"	83.752	31	"m"	3.714	1.60058180874997	1
"13.3.18"	"d111"	"s39"	"M"	"M-111-1"	68.009	29	"m"	3.577	-0.546701694455499	1
"13.3.18"	"d111"	"s39"	"M"	"M-111-2"	67.899	29	"m"	3.901	-0.561705263365656	1
"13.3.18"	"d112"	"s25"	"M"	"M-112-2"	72.929	30	"m"	3.625	0.124367024071523	2
"13.3.18"	"d112"	"s25"	"M"	"M-112-3"	61.364	31	"m"	4.218	-1.45305365270998	2
"13.3.18"	"d116"	"s29"	"M"	"M-116-3"	70.77	30	"m"	3.862	-0.170112114810559	2
"13.3.18"	"d116"	"s29"	"M"	"M-116-4"	69.475	30	"m"	3.568	-0.346745039707407	2
"13.3.18"	"d117"	"s30"	"M"	"M-117-4"	64.085	29	"m"	4.339	-1.0819199163051	2
"13.3.18"	"d117"	"s30"	"M"	"M-117-5"	67.609	29	"m"	3.991	-0.60126012685607	2
"13.3.18"	"d117"	"s30"	"M"	"M-117-8"	66.032	29	"m"	3.898	-0.816356746595321	2
"13.3.18"	"d117"	"s30"	"M"	"M-117-10"	76.378	30	"m"	3.992	0.594797107445446	2
"13.3.18"	"d118"	"s31"	"M"	"M-118-1"	67.087	29	"m"	3.649	-0.672458881138814	2
"13.3.18"	"d118"	"s31"	"M"	"M-118-2"	78.808	29	"m"	3.578	0.926239584278915	2
"13.3.18"	"d119"	"s32"	"M"	"M-119-2"	69.147	30	"m"	3.499	-0.391482954275874	2
"13.3.18"	"d119"	"s32"	"M"	"M-119-6"	72.511	32	"m"	2.932	0.0673534622129259	2
"13.3.18"	"d120"	"s33"	"M"	"M-120-1"	68.064	30	"m"	3.1	-0.539199910000421	2
"13.3.18"	"d120"	"s33"	"M"	"M-120-2"	68.241	30	"m"	3.967	-0.515057803663168	2
"13.3.18"	"d120"	"s33"	"M"	"M-120-7"	76.151	31	"m"	4.29	0.563835197058121	2
"13.3.18"	"d120"	"s33"	"M"	"M-120-8"	74.813	30	"m"	3.953	0.381337240678212	2
"13.3.18"	"d123"	"s36"	"M"	"M-123-4"	78.795	31	"m"	4.118	0.924466435225895	2
"13.3.18"	"d124"	"s37"	"M"	"M-124-3"	77.772	30	"m"	3.78	0.784933244361436	2
"13.3.18"	"d125"	"s38"	"M"	"M-125-2"	87.369	30	"m"	3.279	2.09392643373213	2
"13.3.18"	"d125"	"s38"	"M"	"M-125-3"	78.62	30	"m"	2.907	0.900597121050646	2
"13.3.18"	"d126"	"s39"	"M"	"M-126-3"	71.948	30	"m"	2.929	-0.0094375313908779	2
"13.3.18"	"d126"	"s39"	"M"	"M-126-4"	66.355	29	"m"	3.505	-0.772300812431859	2
"13.3.18"	"d129"	"s27"	"M"	"M-129-3"	75.819	30	"m"	3.15	0.518551698165648	3
"13.3.18"	"d129"	"s27"	"M"	"M-129-8"	68.376	30	"m"	3.799	-0.496644332727974	3
"13.3.18"	"d130"	"s28"	"M"	"M-130-7"	76.365	30	"m"	4.027	0.593023958392426	3
"13.3.18"	"d130"	"s28"	"M"	"M-130-8"	69.017	30	"m"	3.101	-0.409214444806061	3
"13.3.18"	"d132"	"s30"	"M"	"M-132-2"	82.987	28	"m"	3.337	1.49623880678388	3
"13.3.18"	"d132"	"s30"	"M"	"M-132-4"	66.369	35	"m"	4.191	-0.770391267297839	3
"13.3.18"	"d132"	"s30"	"M"	"M-132-5"	89.232	30	"m"	3.762	2.34803233263779	3
"13.3.18"	"d135"	"s33"	"M"	"M-135-1"	71.473	29	"m"	3.666	-0.074225669866555	3
"13.3.18"	"d135"	"s33"	"M"	"M-135-2"	75.86	29	"m"	4.312	0.524143937486706	3
"13.3.18"	"d135"	"s33"	"M"	"M-135-3"	69.544	30	"m"	3.94	-0.337333710118308	3
"13.3.18"	"d135"	"s33"	"M"	"M-135-5"	69.034	29	"m"	3.344	-0.406895711429035	3
"13.3.18"	"d135"	"s33"	"M"	"M-135-6"	60.743	28	"m"	3.871	-1.53775561901187	3
"13.3.18"	"d135"	"s33"	"M"	"M-135-7"	77.191	30	"m"	3.86	0.705687121299606	3
"13.3.18"	"d138"	"s36"	"M"	"M-138-1"	66.415	30	"m"	3.869	-0.764117047571773	3
"13.3.18"	"d138"	"s36"	"M"	"M-138-2"	58.461	30	"m"	3.382	-1.84901147585713	3
"13.3.18"	"d139"	"s37"	"M"	"M-139-1"	65.14	31	"m"	4.15	-0.938022050848593	3
"13.3.18"	"d139"	"s37"	"M"	"M-139-4"	69.376	30	"m"	3.205	-0.360248251726547	3
"13.3.18"	"d139"	"s37"	"M"	"M-139-5"	80.398	31	"m"	3.946	1.14310935307118	3
"13.3.18"	"d140"	"s38"	"M"	"M-140-4"	72.233	30	"m"	3.236	0.0294353516945303	3
"13.3.18"	"d140"	"s38"	"M"	"M-140-5"	85.339	31	"m"	3.144	1.81704238929923	3
"13.3.18"	"d140"	"s38"	"M"	"M-140-7"	63.041	30	"m"	3.093	-1.22431742487059	3
"13.3.18"	"d141"	"s39"	"M"	"M-141-1"	75.122	29	"m"	3.517	0.423483629707653	3
"13.3.18"	"d141"	"s39"	"M"	"M-141-2"	73.953	29	"m"	3.872	0.264036611016985	3
"13.3.18"	"d141"	"s39"	"M"	"M-141-3"	73.513	30	"m"	3.711	0.204022335376357	3
"13.3.18"	"d141"	"s39"	"M"	"M-141-5"	73.602	29	"m"	3.466	0.216161586585484	3
"13.3.18"	"d141"	"s39"	"M"	"M-141-6"	85.471	30	"m"	4.009	1.83504667199142	3
"13.3.18"	"d142"	"s25"	"M"	"M-142-1"	70.525	30	"m"	3.991	-0.203529154655907	4
"13.3.18"	"d142"	"s25"	"M"	"M-142-4"	71.443	31	"m"	4.471	-0.078317552296598	4
"13.3.18"	"d142"	"s25"	"M"	"M-142-8"	60.696	33	"m"	3.139	-1.54416623481894	4
"13.3.18"	"d142"	"s25"	"M"	"M-142-9"	64.825	29	"m"	3.62	-0.980986816364043	4
"13.3.18"	"d144"	"s27"	"M"	"M-144-1"	76.264	30	"m"	3.813	0.579247954211282	4
"13.3.18"	"d144"	"s27"	"M"	"M-144-2"	73.29	30	"m"	3.539	0.173606009313039	4
"13.3.18"	"d146"	"s29"	"M"	"M-146-1"	63.457	30	"m"	4.149	-1.167576655174	4
"13.3.18"	"d146"	"s29"	"M"	"M-146-2"	57.98	30	"m"	3.697	-1.91461799081881	4
"13.3.18"	"d146"	"s29"	"M"	"M-146-4"	70.792	30	"m"	3.896	-0.167111401028527	4
"13.3.18"	"d146"	"s29"	"M"	"M-146-5"	75.304	31	"m"	4.114	0.448307716449913	4
"13.3.18"	"d146"	"s29"	"M"	"M-146-8"	70.282	31	"m"	4.051	-0.236673402339255	4
"13.3.18"	"d147"	"s30"	"M"	"M-147-2"	69.126	30	"m"	3.917	-0.394347271976904	4
"13.3.18"	"d147"	"s30"	"M"	"M-147-4"	66.135	30	"m"	4.016	-0.802307950252173	4
"13.3.18"	"d148"	"s31"	"M"	"M-148-7"	70.992	29	"m"	3.683	-0.139832184828241	4
"13.3.18"	"d150"	"s33"	"M"	"M-150-1"	71.802	29	"m"	3.172	-0.0293513592170844	4
"13.3.18"	"d150"	"s33"	"M"	"M-150-9"	77.981	30	"m"	3.737	0.813440025290733	4
"13.3.18"	"d150"	"s33"	"M"	"M-150-10"	68.759	30	"m"	4	-0.444404633704428	4
"13.3.18"	"d152"	"s36"	"M"	"M-152-1"	75.017	31	"m"	4.65	0.409162041202502	4
"13.3.18"	"d152"	"s36"	"M"	"M-152-2"	77.431	30	"m"	4.349	0.738422180739948	4
"13.3.18"	"d156"	"s39"	"M"	"M-156-3"	76.063	29	"m"	3.291	0.551832341929996	4
"13.3.18"	"d156"	"s39"	"M"	"M-156-4"	72.193	31	"m"	3.297	0.0239795084544724	4
"13.3.18"	"d156"	"s39"	"M"	"M-156-5"	71.346	30	"m"	3.065	-0.0915479721537357	4
"14.3.18"	"d157"	"s40"	"M"	"M-157-1"	59.711	30	"m"	3.542	-1.67851637460534	1
"14.3.18"	"d157"	"s40"	"M"	"M-157-4"	83.233	30	"m"	3.669	1.52979224271023	1
"14.3.18"	"d157"	"s40"	"M"	"M-157-6"	72.159	31	"m"	3.217	0.019342041700425	1
"14.3.18"	"d157"	"s40"	"M"	"M-157-7"	82.144	31	"m"	3.361	1.38125691049968	1
"14.3.18"	"d158"	"s41"	"M"	"M-158-1"	79.462	30	"m"	4.343	1.01544262125385	1
"14.3.18"	"d160"	"s43"	"M"	"M-160-1"	69.949	34	"m"	3.619	-0.28209329731273	1
"14.3.18"	"d160"	"s43"	"M"	"M-160-2"	71.703	30	"m"	3.58	-0.0428545712362262	1
"14.3.18"	"d160"	"s43"	"M"	"M-160-3"	69.988	30	"m"	3.985	-0.276773850153674	1
"14.3.18"	"d161"	"s44"	"M"	"M-161-1"	80.777	30	"m"	4.034	1.19480346777072	1
"14.3.18"	"d161"	"s44"	"M"	"M-161-3"	68.462	31	"m"	4.139	-0.484914269761852	1
"14.3.18"	"d161"	"s44"	"M"	"M-161-6"	66.196	31	"m"	3.412	-0.793987789311086	1
"14.3.18"	"d163"	"s46"	"M"	"M-163-2"	52.72	31	"m"	3.362	-2.63206137688632	1
"14.3.18"	"d163"	"s46"	"M"	"M-163-3"	73.298	31	"m"	3.776	0.17469717796105	1
"14.3.18"	"d163"	"s46"	"M"	"M-163-4"	70.58	30	"m"	3.33	-0.19602737020083	1
"14.3.18"	"d163"	"s46"	"M"	"M-163-5"	70.99	30	"m"	3.84	-0.140104976990245	1
"14.3.18"	"d163"	"s46"	"M"	"M-163-8"	77.31	30	"m"	4.198	0.721918254938776	1
"14.3.18"	"d165"	"s48"	"M"	"M-165-2"	76.322	30	"m"	3.821	0.587158926909366	1
"14.3.18"	"d167"	"s50"	"M"	"M-167-1"	71.822	30	"m"	3.859	-0.0266234375970564	1
"14.3.18"	"d167"	"s50"	"M"	"M-167-2"	85.418	31	"m"	3.792	1.82781767969835	1
"14.3.18"	"d168"	"s51"	"M"	"M-168-2"	73.488	32	"m"	3.853	0.200612433351321	1
"14.3.18"	"d169"	"s52"	"M"	"M-169-1"	76.671	29	"m"	4.247	0.634761159178865	1
"14.3.18"	"d169"	"s52"	"M"	"M-169-2"	91.244	31	"m"	3.893	2.62246124761266	1
"14.3.18"	"d169"	"s52"	"M"	"M-169-5"	79.326	31	"m"	4.346	0.996892754237652	1
"14.3.18"	"d169"	"s52"	"M"	"M-169-7"	66.992	31	"m"	3.909	-0.68541650883395	1
"14.3.18"	"d170"	"s53"	"M"	"M-170-6"	61.157	30	"m"	3.723	-1.48128764147728	1
"14.3.18"	"d170"	"s53"	"M"	"M-170-7"	71.071	29	"m"	3.375	-0.129056894429129	1
"14.3.18"	"d171"	"s54"	"M"	"M-171-3"	72.122	30	"m"	3.916	0.0142953867033713	1
"14.3.18"	"d171"	"s54"	"M"	"M-171-4"	59.1	30	"m"	4.414	-1.76185438009721	1
"14.3.18"	"d174"	"s40"	"M"	"M-174-1"	75.39	29	"m"	3.838	0.460037779416036	2
"14.3.18"	"d174"	"s40"	"M"	"M-174-2"	77.854	30	"m"	3.556	0.796117723003552	2
"14.3.18"	"d174"	"s40"	"M"	"M-174-3"	65.21	31	"m"	3.374	-0.928474325178494	2
"14.3.18"	"d174"	"s40"	"M"	"M-174-7"	74.102	29	"m"	3.471	0.284359627086198	2
"14.3.18"	"d175"	"s41"	"M"	"M-175-4"	71.65	30	"m"	4.205	-0.0500835635293015	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-3"	76.571	31	"m"	3.463	0.621121551078721	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-4"	71.058	29	"m"	3.733	-0.130830043482146	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-5"	67.598	31	"m"	3.713	-0.602760483747085	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-6"	86.554	31	"m"	3.931	1.98276362771597	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-7"	71.195	29	"m"	3.853	-0.112143780384953	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-8"	74.369	30	"m"	4.669	0.320777380713578	2
"14.3.18"	"d176"	"s42"	"M"	"M-176-9"	69.454	30	"m"	4.019	-0.349609357408437	2
"14.3.18"	"d177"	"s43"	"M"	"M-177-1"	79.711	30	"m"	3.961	1.0494052454232	2
"14.3.18"	"d177"	"s43"	"M"	"M-177-2"	65.506	31	"m"	3.483	-0.888101085202071	2
"14.3.18"	"d177"	"s43"	"M"	"M-177-4"	67.011	30	"m"	3.648	-0.682824983294924	2
"14.3.18"	"d178"	"s44"	"M"	"M-178-2"	73.591	31	"m"	4.965	0.214661229694467	2
"14.3.18"	"d178"	"s44"	"M"	"M-178-3"	86.827	31	"m"	4.339	2.01999975782936	2
"14.3.18"	"d178"	"s44"	"M"	"M-178-4"	78.578	31	"m"	3.982	0.894868485648586	2
"14.3.18"	"d178"	"s44"	"M"	"M-178-6"	68.402	30	"m"	4.389	-0.493098034621938	2
"14.3.18"	"d178"	"s44"	"M"	"M-178-7"	69.813	30	"m"	4.466	-0.300643164328924	2
"14.3.18"	"d179"	"s45"	"M"	"M-179-6"	60.534	30	"m"	4.544	-1.56626239994117	2
"14.3.18"	"d179"	"s45"	"M"	"M-179-8"	73.204	32	"m"	3.676	0.161875946346915	2
"14.3.18"	"d180"	"s46"	"M"	"M-180-3"	72.292	31	"m"	2.916	0.0374827204736142	2
"14.3.18"	"d180"	"s46"	"M"	"M-180-5"	58.088	30	"m"	4.09	-1.89988721407066	2
